ID SeqNum Temperature Humidity Light Time
1 969 21 25 44 48523 
2 837 20 26 73 41923 
1 970 21 25 44 48573 
2 838 20 26 78 41973 
1 971 21 25 43 48623 
2 839 20 26 57 42023 
1 972 21 25 41 48673 
2 840 20 26 69 42073 
1 973 21 25 48 48723 
2 841 20 26 61 42123 
1 974 21 25 51 48773 
2 842 20 26 63 42173 
1 975 21 25 45 48823 
2 843 20 26 63 42223 
1 976 21 25 46 48873 
2 844 20 26 69 42273 
1 977 21 25 46 48923 
2 845 20 26 63 42323 
1 978 21 25 42 48973 
2 846 20 26 67 42373 
1 979 21 25 43 49023 
2 847 20 26 70 42423 
1 980 21 25 46 49073 
2 848 20 26 59 42473 
1 981 21 25 48 49123 
2 849 20 26 65 42523 
1 982 21 25 46 49173 
2 850 20 26 67 42573 
1 983 21 25 45 49223 
2 851 20 26 64 42623 
1 984 21 25 41 49273 
2 852 20 26 69 42673 
1 985 21 25 47 49323 
2 853 20 26 64 42723 
1 986 21 25 44 49373 
2 854 20 26 77 42773 
1 987 21 25 45 49423 
2 855 20 26 59 42823 
1 988 21 25 45 49473 
2 856 20 26 79 42873 
1 989 21 25 45 49523 
2 857 20 26 58 42923 
1 990 21 25 36 49573 
2 858 20 26 70 42973 
1 991 21 25 41 49623 
2 859 20 26 66 43023 
1 992 21 25 45 49673 
2 860 20 27 66 43073 
1 993 21 25 44 49723 
2 861 20 27 53 43123 
1 994 21 25 45 49773 
2 862 20 27 70 43173 
1 995 21 25 40 49823 
2 863 20 27 66 43223 
1 996 21 25 44 49873 
2 864 20 27 65 43274 
1 997 21 25 52 49923 
2 865 20 27 69 43323 
1 998 21 25 47 49973 
2 866 20 26 67 43373 
1 999 21 25 46 50023 
2 867 20 26 64 43423 
1 1000 21 25 38 50073 
2 868 20 26 51 43473 
1 1001 21 25 47 50123 
2 869 20 26 68 43523 
1 1002 21 25 43 50173 
2 870 20 26 68 43573 
1 1003 21 25 43 50223 
2 871 20 26 66 43623 
1 1004 21 25 44 50273 
2 872 20 26 55 43673 
1 1005 21 25 42 50323 
2 873 20 26 56 43723 
1 1006 21 25 53 50373 
2 874 20 26 64 43773 
1 1007 21 25 44 50423 
2 875 20 26 62 43823 
1 1008 21 25 44 50473 
2 876 20 26 66 43873 
1 1009 21 25 44 50523 
2 877 20 26 70 43923 
1 1010 21 25 50 50573 
2 878 20 26 66 43973 
1 1011 21 25 49 50623 
2 879 20 26 55 44023 
1 1012 21 25 40 50673 
2 880 20 26 72 44073 
1 1013 21 25 40 50723 
2 881 20 26 67 44123 
1 1014 21 25 36 50773 
2 882 20 26 62 44173 
1 1015 21 25 47 50823 
2 883 20 26 63 44223 
1 1016 21 25 42 50873 
2 884 20 26 66 44273 
1 1017 21 25 44 50923 
2 885 20 26 63 44323 
1 1018 21 25 37 50973 
2 886 20 26 64 44373 
1 1019 21 25 45 51023 
2 887 20 26 65 44423 
1 1020 21 25 43 51073 
2 888 20 26 64 44473 
1 1021 21 25 43 51123 
2 889 20 26 62 44523 
1 1022 21 25 47 51173 
2 890 20 26 69 44573 
1 1023 21 25 47 51223 
2 891 20 26 65 44623 
1 1024 21 25 52 51273 
2 892 20 26 61 44673 
1 1025 21 25 39 51323 
2 893 20 26 63 44723 
1 1026 21 25 42 51373 
2 894 20 26 67 44773 
1 1027 21 25 37 51423 
2 895 20 26 58 44823 
1 1028 21 25 40 51473 
2 896 20 26 63 44873 
1 1029 21 25 50 51523 
2 897 20 26 69 44923 
1 1030 21 25 44 51573 
2 898 20 26 63 44973 
1 1031 21 25 38 51623 
2 899 20 26 64 45023 
1 1032 21 25 44 51673 
2 900 20 26 63 45073 
1 1033 21 25 32 51723 
2 901 20 26 63 45123 
1 1034 21 25 42 51773 
2 902 20 26 66 45173 
1 1035 21 25 42 51823 
2 903 20 26 55 45223 
1 1036 21 25 44 51873 
2 904 20 26 69 45273 
1 1037 21 25 43 51923 
2 905 20 26 60 45323 
1 1038 21 25 54 51973 
2 906 20 26 55 45373 
1 1039 21 25 40 52023 
2 907 20 26 63 45423 
1 1040 21 25 41 52073 
2 908 20 26 62 45473 
1 1041 21 25 47 52123 
2 909 20 26 63 45523 
1 1042 21 25 45 52173 
2 910 20 26 66 45573 
1 1043 21 25 40 52223 
2 911 20 26 57 45623 
1 1044 21 25 50 52273 
2 912 20 26 64 45673 
1 1045 21 25 44 52323 
2 913 20 26 67 45723 
1 1046 21 25 45 52373 
2 914 20 26 61 45773 
1 1047 21 25 50 52423 
2 915 20 26 70 45823 
1 1048 21 25 60 52473 
2 916 20 26 64 45873 
1 1049 21 25 46 52523 
2 917 20 26 68 45923 
1 1050 21 25 43 52573 
2 918 20 26 65 45973 
1 1051 21 25 53 52623 
2 919 20 26 75 46023 
1 1052 21 25 44 52673 
2 920 20 26 51 46073 
1 1053 21 25 45 52723 
2 921 20 26 63 46124 
1 1054 21 25 41 52773 
2 922 20 26 69 46173 
1 1055 21 25 42 52823 
2 923 20 26 63 46223 
1 1056 21 25 48 52873 
2 924 20 26 67 46273 
1 1057 21 25 39 52923 
2 925 20 26 65 46323 
1 1058 21 25 46 52973 
2 926 20 26 62 46373 
1 1059 21 25 38 53023 
2 927 20 26 68 46423 
1 1060 21 25 56 53073 
2 928 20 26 66 46473 
1 1061 21 25 43 53123 
2 929 20 26 76 46523 
1 1062 21 25 45 53173 
2 930 20 26 57 46573 
1 1063 21 25 44 53223 
2 931 20 26 68 46623 
1 1064 21 25 37 53273 
2 932 20 26 62 46673 
1 1065 21 25 43 53323 
2 933 20 26 64 46723 
1 1066 21 25 42 53373 
2 934 20 26 64 46773 
1 1067 21 25 47 53423 
2 935 20 26 61 46823 
1 1068 21 25 51 53473 
2 936 20 26 66 46873 
1 1069 21 25 41 53523 
2 937 20 26 66 46923 
1 1070 21 25 44 53573 
2 938 20 26 64 46973 
1 1071 21 25 29 53623 
2 939 20 26 58 47023 
1 1072 21 25 45 53673 
2 940 20 26 69 47073 
1 1073 21 25 46 53723 
2 941 20 26 63 47123 
1 1074 21 25 50 53773 
2 942 20 26 67 47173 
1 1075 21 25 43 53823 
2 943 20 26 64 47223 
1 1076 21 25 42 53873 
2 944 20 26 69 47273 
1 1077 21 25 45 53923 
2 945 20 26 69 47323 
1 1078 21 25 44 53973 
2 946 20 26 67 47373 
1 1079 21 25 42 54023 
2 947 20 26 70 47423 
1 1080 21 25 41 54073 
2 948 20 26 62 47473 
1 1081 21 25 38 54123 
2 949 20 26 64 47523 
1 1082 21 25 47 54173 
2 950 20 26 69 47573 
1 1083 21 25 46 54223 
2 951 20 26 63 47623 
1 1084 21 25 44 54273 
2 952 20 26 63 47673 
1 1085 21 25 47 54323 
2 953 20 26 68 47723 
1 1086 21 25 43 54374 
2 954 20 26 67 47773 
1 1087 21 25 48 54423 
2 955 20 26 66 47823 
1 1088 21 25 43 54473 
2 956 20 26 69 47873 
1 1089 21 25 43 54523 
2 957 20 26 68 47923 
1 1090 21 25 53 54573 
2 958 20 26 67 47973 
1 1091 21 25 43 54623 
2 959 20 26 65 48023 
1 1092 21 25 46 54673 
2 960 20 26 67 48073 
1 1093 21 25 38 54723 
2 961 20 26 54 48123 
1 1094 21 25 48 54773 
2 962 20 26 66 48173 
1 1095 21 25 44 54823 
2 963 20 26 66 48223 
1 1096 21 25 48 54873 
2 964 20 26 61 48273 
1 1097 21 25 46 54923 
2 965 20 26 69 48323 
1 1098 21 25 45 54973 
2 966 20 26 62 48373 
1 1099 21 25 43 55023 
2 967 20 26 66 48423 
1 1100 21 25 44 55073 
2 968 20 26 52 48473 
1 1101 21 25 47 55123 
2 969 20 26 70 48523 
1 1102 21 25 42 55173 
2 970 20 26 68 48573 
1 1103 21 25 43 55223 
2 971 20 26 63 48623 
1 1104 21 25 44 55273 
2 972 20 26 68 48673 
1 1105 21 25 56 55323 
2 973 20 26 57 48723 
1 1106 21 25 47 55373 
2 974 20 26 64 48773 
1 1107 21 25 44 55423 
2 975 20 26 64 48823 
1 1108 21 25 47 55473 
2 976 20 26 66 48873 
1 1109 21 25 42 55523 
2 977 20 26 63 48923 
1 1110 21 25 49 55573 
2 978 20 26 71 48973 
1 1111 21 25 45 55623 
2 979 20 26 73 49023 
1 1112 21 25 43 55673 
2 980 20 26 63 49073 
1 1113 21 25 45 55723 
2 981 20 26 67 49123 
1 1114 21 25 46 55773 
2 982 20 26 70 49173 
1 1115 21 25 45 55823 
2 983 20 26 73 49223 
1 1116 21 25 42 55873 
2 984 20 26 62 49273 
1 1117 21 25 46 55923 
2 985 20 26 63 49323 
1 1118 21 25 41 55973 
2 986 20 26 66 49373 
1 1119 21 25 51 56023 
2 987 20 26 56 49423 
1 1120 21 25 43 56073 
2 988 20 26 68 49473 
1 1121 21 25 43 56123 
2 989 20 26 58 49523 
1 1122 21 25 45 56173 
2 990 20 26 65 49573 
1 1123 21 25 46 56223 
2 991 20 26 63 49623 
1 1124 21 25 42 56273 
2 992 20 26 61 49673 
1 1125 21 25 43 56323 
2 993 20 26 64 49723 
1 1126 21 25 50 56373 
2 994 20 26 67 49773 
1 1127 21 25 45 56423 
2 995 20 26 68 49823 
1 1128 21 25 45 56473 
2 996 20 26 67 49873 
1 1129 21 25 44 56523 
2 997 20 26 65 49923 
1 1130 21 25 45 56573 
2 998 20 26 59 49973 
1 1131 21 25 39 56623 
2 999 20 26 67 50023 
1 1132 21 25 45 56673 
2 1000 20 26 63 50073 
1 1133 21 25 44 56723 
2 1001 20 26 63 50123 
1 1134 21 25 44 56773 
2 1002 20 26 60 50173 
1 1135 21 25 43 56823 
2 1003 20 26 54 50223 
1 1136 21 25 55 56873 
2 1004 20 26 67 50273 
1 1137 21 25 49 56923 
2 1005 20 27 62 50323 
1 1138 21 25 49 56973 
2 1006 20 27 69 50373 
1 1139 21 25 54 57023 
2 1007 20 27 59 50423 
1 1140 21 25 38 57073 
2 1008 20 27 67 50473 
1 1141 21 25 55 57123 
2 1009 20 27 67 50523 
1 1142 21 25 49 57173 
2 1010 20 27 66 50573 
1 1143 21 25 43 57223 
2 1011 20 27 67 50623 
1 1144 21 25 42 57273 
2 1012 20 26 67 50673 
1 1145 21 25 47 57323 
2 1013 20 26 64 50723 
1 1146 21 25 43 57373 
2 1014 20 26 62 50773 
1 1147 21 25 43 57423 
2 1015 20 26 67 50823 
1 1148 21 25 37 57473 
2 1016 20 26 62 50873 
1 1149 21 25 43 57523 
2 1017 20 26 62 50923 
1 1150 21 25 43 57573 
2 1018 20 26 65 50973 
1 1151 21 25 47 57623 
2 1019 20 26 57 51023 
1 1152 21 25 48 57673 
2 1020 20 26 61 51073 
1 1153 21 25 46 57723 
2 1021 20 26 63 51123 
1 1154 21 25 42 57773 
2 1022 20 26 65 51173 
1 1155 21 25 46 57823 
2 1023 20 26 64 51223 
1 1156 21 25 47 57873 
2 1024 20 26 67 51273 
1 1157 21 25 29 57923 
2 1025 20 26 60 51323 
1 1158 21 25 56 57973 
2 1026 20 26 64 51373 
1 1159 21 25 43 58023 
2 1027 20 26 51 51423 
1 1160 21 25 42 58074 
2 1028 20 26 68 51473 
1 1161 21 25 40 58123 
2 1029 20 26 69 51523 
1 1162 21 25 45 58173 
2 1030 20 26 62 51573 
1 1163 21 25 30 58223 
2 1031 20 26 69 51623 
1 1164 21 25 45 58273 
2 1032 20 26 61 51673 
1 1165 21 25 44 58323 
2 1033 20 26 68 51723 
1 1166 21 25 42 58373 
2 1034 20 26 64 51773 
1 1167 21 25 45 58423 
2 1035 20 26 77 51823 
1 1168 21 25 43 58473 
2 1036 20 26 68 51873 
1 1169 21 25 43 58523 
2 1037 20 26 67 51923 
1 1170 21 25 44 58573 
2 1038 20 26 65 51973 
1 1171 21 25 42 58623 
2 1039 20 26 62 52023 
1 1172 21 25 46 58673 
2 1040 20 26 67 52073 
1 1173 21 25 39 58723 
2 1041 20 26 64 52123 
1 1174 21 25 43 58773 
2 1042 20 26 64 52173 
1 1175 21 25 44 58823 
2 1043 20 26 63 52223 
1 1176 21 25 42 58873 
2 1044 20 26 65 52273 
1 1177 21 25 29 58923 
2 1045 20 26 54 52323 
1 1178 21 25 44 58973 
2 1046 20 26 60 52373 
1 1179 21 25 43 59023 
2 1047 20 26 69 52423 
1 1180 21 25 49 59073 
2 1048 20 26 53 52473 
1 1181 21 25 25 59123 
2 1049 20 26 61 52523 
1 1182 21 25 48 59173 
2 1050 20 26 56 52573 
1 1183 21 25 50 59223 
2 1051 20 26 64 52623 
1 1184 21 25 38 59273 
2 1052 20 26 64 52673 
1 1185 21 25 52 59323 
2 1053 20 26 70 52723 
1 1186 21 25 39 59373 
2 1054 20 26 66 52773 
1 1187 21 25 52 59423 
2 1055 20 26 60 52823 
1 1188 21 25 44 59473 
2 1056 20 26 51 52873 
1 1189 21 25 33 59523 
2 1057 20 26 63 52923 
1 1190 21 25 47 59573 
2 1058 20 26 68 52973 
1 1191 21 25 45 59623 
2 1059 20 26 51 53023 
1 1192 21 25 44 59673 
2 1060 20 26 63 53073 
1 1193 21 25 32 59723 
2 1061 20 26 65 53123 
1 1194 21 25 47 59773 
2 1062 20 26 65 53173 
1 1195 21 25 43 59823 
2 1063 20 26 65 53223 
1 1196 21 25 49 59873 
2 1064 20 26 63 53273 
1 1197 21 25 34 59923 
2 1065 20 26 74 53323 
1 1198 21 25 28 59973 
2 1066 20 26 64 53373 
1 1199 21 25 46 60023 
2 1067 20 26 64 53423 
1 1200 21 25 43 60073 
2 1068 20 26 75 53473 
1 1201 21 25 54 60123 
2 1069 20 26 63 53523 
1 1202 21 25 46 60173 
2 1070 20 26 56 53573 
1 1203 21 25 49 60223 
2 1071 20 26 67 53623 
1 1204 21 25 45 60273 
2 1072 20 26 70 53673 
1 1205 21 25 50 60323 
2 1073 20 26 56 53723 
1 1206 21 25 44 60373 
2 1074 20 26 66 53773 
1 1207 21 25 51 60423 
2 1075 20 26 60 53823 
1 1208 21 25 46 60473 
2 1076 20 26 64 53873 
1 1209 21 25 42 60523 
2 1077 20 26 58 53923 
1 1210 21 25 50 60573 
2 1078 20 26 55 53973 
1 1211 21 25 36 60623 
2 1079 20 26 67 54023 
1 1212 21 25 44 60673 
2 1080 20 26 54 54073 
1 1213 21 25 44 60723 
2 1081 20 26 68 54124 
1 1214 21 25 47 60773 
2 1082 20 26 58 54173 
1 1215 21 25 53 60823 
2 1083 20 26 67 54223 
1 1216 21 25 43 60873 
2 1084 20 26 63 54273 
1 1217 21 25 42 60923 
2 1085 20 26 64 54323 
1 1218 21 25 39 60973 
2 1086 20 26 62 54373 
1 1219 21 25 46 61023 
2 1087 20 26 75 54423 
1 1220 21 25 45 61073 
2 1088 20 26 69 54473 
1 1221 21 25 32 61123 
2 1089 20 26 63 54523 
1 1222 21 25 37 61173 
2 1090 20 26 56 54573 
1 1223 21 25 47 61223 
2 1091 20 26 64 54623 
1 1224 21 25 46 61273 
2 1092 20 26 68 54673 
1 1225 21 25 44 61323 
2 1093 20 26 65 54723 
1 1226 21 25 46 61373 
2 1094 20 26 57 54773 
1 1227 21 25 39 61423 
2 1095 20 26 59 54823 
1 1228 21 25 44 61473 
2 1096 20 26 64 54873 
1 1229 21 25 47 61523 
2 1097 20 26 66 54923 
1 1230 21 25 46 61573 
2 1098 20 26 60 54973 
1 1231 21 25 50 61623 
2 1099 20 26 73 55023 
1 1232 21 25 45 61673 
2 1100 20 26 64 55074 
1 1233 21 25 46 61723 
2 1101 20 26 65 55123 
1 1234 21 25 49 61773 
2 1102 20 26 66 55173 
1 1235 21 25 44 61823 
2 1103 20 26 53 55223 
1 1236 21 25 44 61873 
2 1104 20 26 69 55273 
1 1237 21 25 44 61923 
2 1105 20 26 59 55323 
1 1238 21 25 43 61973 
2 1106 20 26 69 55373 
1 1239 21 25 35 62023 
2 1107 20 26 58 55423 
1 1240 21 25 46 62073 
2 1108 20 26 64 55473 
1 1241 21 25 36 62123 
2 1109 20 26 63 55523 
1 1242 21 25 44 62173 
2 1110 20 26 51 55573 
1 1243 21 25 44 62223 
2 1111 20 26 65 55623 
1 1244 21 25 44 62273 
2 1112 20 26 67 55673 
1 1245 21 25 42 62323 
2 1113 20 26 64 55723 
1 1246 21 25 45 62373 
2 1114 20 26 59 55773 
1 1247 21 25 54 62423 
2 1115 20 26 66 55823 
1 1248 21 25 44 62473 
2 1116 20 26 63 55873 
1 1249 21 25 46 62523 
2 1117 20 26 63 55923 
1 1250 21 25 48 62573 
2 1118 20 26 63 55973 
1 1251 21 25 49 62623 
2 1119 20 26 53 56024 
1 1252 21 25 50 62673 
2 1120 20 26 64 56073 
1 1253 21 25 40 62723 
2 1121 20 26 61 56123 
1 1254 21 25 45 62773 
2 1122 20 26 75 56173 
